endereco_cep,endereco_municipio,endereco_uf,endereco_regiao,endereco_mesorregiao
04235480,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
63515970,QUIXELO,CE,NORDESTE,CENTRO SUL CEARENSE
04470185,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
28615590,NOVA FRIBURGO,RJ,SUDESTE,CENTRO FLUMINENSE
28894534,RIO DAS OSTRAS,RJ,SUDESTE,BAIXADAS
03136010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
25575210,SAO JOAO DE MERITI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
20541210,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
78158171,VARZEA GRANDE,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
94760000,VIAMAO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
41830001,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
56820000,CARNAIBA,PE,NORDESTE,SERTAO PERNAMBUCANO
01046000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
11310923,SAO VICENTE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
89196000,SALETE,SC,SUL,VALE DO ITAJAI
09290410,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
79680000,AGUA CLARA,MS,CENTRO-OESTE,LESTE DE MATO GROSSO DO SUL
15170000,TANABI,SP,SUDESTE,SAO JOSE DO RIO PRETO
58463000,SANTA CECILIA,PB,NORDESTE,AGRESTE PARAIBANO
29024157,VITORIA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
55900973,GOIANA,PE,NORDESTE,MATA PERNAMBUCANA
02431100,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29146540,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
44630000,MAIRI,BA,NORDESTE,CENTRO NORTE BAIANO
48005450,ALAGOINHAS,BA,NORDESTE,NORDESTE BAIANO
87053330,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
40300680,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
50820000,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
81020200,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
05125010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
35701112,SETE LAGOAS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
29060030,VITORIA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
84035610,PONTA GROSSA,PR,SUL,CENTRO ORIENTAL PARANAENSE
30624220,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
90810180,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
64002478,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
16480025,GUAIMBE,SP,SUDESTE,BAURU
58700340,PATOS,PB,NORDESTE,SERTAO PARAIBANO
18053364,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
28623340,NOVA FRIBURGO,RJ,SUDESTE,CENTRO FLUMINENSE
64490000,REGENERACAO,PI,NORDESTE,CENTRO NORTE PIAUIENSE
94470000,VIAMAO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
21250540,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
02542080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29146070,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
13082080,CAMPINAS,SP,SUDESTE,CAMPINAS
91720600,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
79310020,CORUMBA,MS,CENTRO-OESTE,PANTANAIS SUL MATO GROSSENSE
93310290,NOVO HAMBURGO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
28613000,NOVA FRIBURGO,RJ,SUDESTE,CENTRO FLUMINENSE
68500005,MARABA,PA,NORTE,SUDESTE PARAENSE
30170002,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
28660000,BOM JARDIM,RJ,SUDESTE,CENTRO FLUMINENSE
72603413,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
82510240,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
24913150,MARICA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
23595016,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
59178000,TIBAU DO SUL,RN,NORDESTE,LESTE POTIGUAR
85230000,SANTA MARIA DO OESTE,PR,SUL,CENTRO SUL PARANAENSE
16050203,ARACATUBA,SP,SUDESTE,ARACATUBA
78390000,BARRA DO BUGRES,MT,CENTRO-OESTE,SUDOESTE MATO GROSSENSE
86825000,MARILANDIA DO SUL,PR,SUL,NORTE CENTRAL PARANAENSE
79017120,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
65057855,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
06657050,ITAPEVI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13480970,LIMEIRA,SP,SUDESTE,PIRACICABA
18900372,SANTA CRUZ DO RIO PARDO,SP,SUDESTE,ASSIS
35796267,CURVELO,MG,SUDESTE,CENTRAL MINEIRA
42837120,CAMACARI,BA,NORDESTE,METROPOLITANA DE SALVADOR
36025020,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
35162319,IPATINGA,MG,SUDESTE,VALE DO RIO DOCE
88230000,CANELINHA,SC,SUL,GRANDE FLORIANOPOLIS
32675460,BETIM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
81230162,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
26535670,NILOPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
15013100,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
87112221,SARANDI,PR,SUL,NORTE CENTRAL PARANAENSE
69097038,MANAUS,AM,NORTE,CENTRO AMAZONENSE
93806650,SAPIRANGA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
13187156,HORTOLANDIA,SP,SUDESTE,CAMPINAS
03563130,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
60543325,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
56909390,SERRA TALHADA,PE,NORDESTE,SERTAO PERNAMBUCANO
13339070,INDAIATUBA,SP,SUDESTE,CAMPINAS
69304560,BOA VISTA,RR,NORTE,NORTE DE RORAIMA
77416040,GURUPI,TO,NORTE,OCIDENTAL DO TOCANTINS
31910060,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
89896000,ITAPIRANGA,SC,SUL,OESTE CATARINENSE
13480407,LIMEIRA,SP,SUDESTE,PIRACICABA
03984140,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13214717,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
24932265,MARICA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
89070000,BLUMENAU,SC,SUL,VALE DO ITAJAI
38057841,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
05420003,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
05522010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
36780000,ASTOLFO DUTRA,MG,SUDESTE,ZONA DA MATA
13150029,COSMOPOLIS,SP,SUDESTE,CAMPINAS
14720000,TAIUVA,SP,SUDESTE,RIBEIRAO PRETO
15990970,MATAO,SP,SUDESTE,ARARAQUARA
87023060,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
14170465,SERTAOZINHO,SP,SUDESTE,RIBEIRAO PRETO
45000700,VITORIA DA CONQUISTA,BA,NORDESTE,CENTRO SUL BAIANO
88085120,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
95783000,PARECI NOVO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
37500208,ITAJUBA,MG,SUDESTE,SUL SUDOESTE DE MINAS
05344030,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29108041,VILA VELHA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
88358020,BRUSQUE,SC,SUL,VALE DO ITAJAI
89307245,MAFRA,SC,SUL,NORTE CATARINENSE
06147125,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
05856060,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
99700274,ERECHIM,RS,SUL,NOROESTE RIO GRANDENSE
03206010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30320680,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
29152393,CARIACICA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
07194420,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
27163000,BARRA DO PIRAI,RJ,SUDESTE,SUL FLUMINENSE
45990472,TEIXEIRA DE FREITAS,BA,NORDESTE,SUL BAIANO
11717290,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
36730000,PIRAPETINGA,MG,SUDESTE,ZONA DA MATA
18305260,CAPAO BONITO,SP,SUDESTE,ITAPETININGA
31370380,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
22723425,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
09220570,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
71926000,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
02357040,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
83820674,FAZENDA RIO GRANDE,PR,SUL,METROPOLITANA DE CURITIBA
11320090,SAO VICENTE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
24220111,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
77825640,ARAGUAINA,TO,NORTE,OCIDENTAL DO TOCANTINS
06420340,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
97035000,SANTA MARIA,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
93614030,ESTANCIA VELHA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
44300000,CACHOEIRA,BA,NORDESTE,METROPOLITANA DE SALVADOR
36884013,MURIAE,MG,SUDESTE,ZONA DA MATA
55594900,IPOJUCA,PE,NORDESTE,METROPOLITANA DE RECIFE
04520010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
49120000,ITAPORANGA D AJUDA,SE,NORDESTE,LESTE SERGIPANO
02672080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
55044105,CARUARU,PE,NORDESTE,AGRESTE PERNAMBUCANO
87200244,CIANORTE,PR,SUL,NOROESTE PARANAENSE
95955000,COQUEIRO BAIXO,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
17504000,MARILIA,SP,SUDESTE,MARILIA
72760132,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
75408245,INHUMAS,GO,CENTRO-OESTE,CENTRO GOIANO
75703030,CATALAO,GO,CENTRO-OESTE,SUL GOIANO
29308645,CACHOEIRO DE ITAPEMIRIM,ES,SUDESTE,SUL ESPIRITO SANTENSE
81250310,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
90630100,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
57035700,MACEIO,AL,NORDESTE,LESTE ALAGOANO
22770340,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
49042436,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
01204002,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
31985040,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
30411273,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
11250003,BERTIOGA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
95540000,PALMARES DO SUL,RS,SUL,METROPOLITANA DE PORTO ALEGRE
25264155,DUQUE DE CAXIAS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
12400420,PINDAMONHANGABA,SP,SUDESTE,VALE DO PARAIBA PAULISTA
83603123,CAMPO LARGO,PR,SUL,METROPOLITANA DE CURITIBA
40015060,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
18290000,BURI,SP,SUDESTE,ITAPETININGA
03978080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
57609899,PALMEIRA DOS INDIOS,AL,NORDESTE,AGRESTE ALAGOANO
30180091,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
72885600,CIDADE OCIDENTAL,GO,CENTRO-OESTE,LESTE GOIANO
31742438,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
41940810,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
08790020,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13847180,MOGI GUACU,SP,SUDESTE,CAMPINAS
61880000,ITAITINGA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
89669000,IPIRA,SC,SUL,OESTE CATARINENSE
96020151,PELOTAS,RS,SUL,SUDESTE RIO GRANDENSE
13335510,INDAIATUBA,SP,SUDESTE,CAMPINAS
03574120,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
74565480,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
14090520,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
70070938,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
41810011,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
18250000,GUAREI,SP,SUDESTE,ITAPETININGA
85851010,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
26086070,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
99010110,PASSO FUNDO,RS,SUL,NOROESTE RIO GRANDENSE
06660630,ITAPEVI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
60730182,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
31035512,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
60135101,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
88900021,ARARANGUA,SC,SUL,SUL CATARINENSE
89709270,CONCORDIA,SC,SUL,OESTE CATARINENSE
72015575,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
03802015,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
09770330,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13250370,ITATIBA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
15502040,VOTUPORANGA,SP,SUDESTE,SAO JOSE DO RIO PRETO
88802090,CRICIUMA,SC,SUL,SUL CATARINENSE
23812750,ITAGUAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
20551185,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
69550061,TEFE,AM,NORTE,CENTRO AMAZONENSE
65725000,PEDREIRAS,MA,NORDESTE,CENTRO MARANHENSE
71919360,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
30180105,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
65706000,OLHO D AGUA DAS CUNHAS,MA,NORDESTE,CENTRO MARANHENSE
01332000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30493180,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
12312000,JACAREI,SP,SUDESTE,VALE DO PARAIBA PAULISTA
80620410,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
89010310,BLUMENAU,SC,SUL,VALE DO ITAJAI
62050802,SOBRAL,CE,NORDESTE,NOROESTE CEARENSE
30220000,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
86210970,JATAIZINHO,PR,SUL,NORTE PIONEIRO PARANAENSE
74815715,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
38740001,PATROCINIO,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
35335000,SAO DOMINGOS DAS DORES,MG,SUDESTE,VALE DO RIO DOCE
05755090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
38910000,IGUATAMA,MG,SUDESTE,OESTE DE MINAS
52091391,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
54759620,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
33920250,RIBEIRAO DAS NEVES,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
08041820,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
74280380,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
70686655,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
78780970,ALTO ARAGUAIA,MT,CENTRO-OESTE,SUDESTE MATO GROSSENSE
23097600,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
55293190,GARANHUNS,PE,NORDESTE,AGRESTE PERNAMBUCANO
29102130,VILA VELHA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
45807000,SANTA CRUZ CABRALIA,BA,NORDESTE,SUL BAIANO
45658546,ILHEUS,BA,NORDESTE,SUL BAIANO
18707650,AVARE,SP,SUDESTE,BAURU
83823046,FAZENDA RIO GRANDE,PR,SUL,METROPOLITANA DE CURITIBA
63180000,BARBALHA,CE,NORDESTE,SUL CEARENSE
03337010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
95755970,SAO JOSE DO HORTENCIO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
05836280,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13574040,SAO CARLOS,SP,SUDESTE,ARARAQUARA
12247812,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
86800040,APUCARANA,PR,SUL,NORTE CENTRAL PARANAENSE
25965670,TERESOPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
70773530,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
89642970,TANGARA,SC,SUL,OESTE CATARINENSE
22711090,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
65440000,SAO BENEDITO DO RIO PRETO,MA,NORDESTE,LESTE MARANHENSE
11630971,ILHABELA,SP,SUDESTE,VALE DO PARAIBA PAULISTA
23045820,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
60336035,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
88702270,TUBARAO,SC,SUL,SUL CATARINENSE
18770000,AGUAS DE SANTA BARBARA,SP,SUDESTE,BAURU
18052000,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
59600300,MOSSORO,RN,NORDESTE,OESTE POTIGUAR
36280000,CARANDAI,MG,SUDESTE,CAMPO DAS VERTENTES
05512000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
02873245,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
60170075,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
31950370,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
38412124,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
81720310,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
40060325,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
32040020,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
07661500,MAIRIPORA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21361100,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
40730295,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
65075210,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
15502102,VOTUPORANGA,SP,SUDESTE,SAO JOSE DO RIO PRETO
31160190,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
69070120,MANAUS,AM,NORTE,CENTRO AMAZONENSE
48630970,RODELAS,BA,NORDESTE,VALE SAO FRANCISCANO DA BAHIA
03504030,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21241180,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
19066030,PRESIDENTE PRUDENTE,SP,SUDESTE,PRESIDENTE PRUDENTE
74375753,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
26012360,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
82960482,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
72115105,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
89216215,JOINVILLE,SC,SUL,NORTE CATARINENSE
29161116,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
81270120,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
89540000,SANTA CECILIA,SC,SUL,SERRANA
37902370,PASSOS,MG,SUDESTE,SUL SUDOESTE DE MINAS
68928057,SANTANA,AP,NORTE,SUL DO AMAPA
91430800,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
18400465,ITAPEVA,SP,SUDESTE,ITAPETININGA
08285260,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88708100,TUBARAO,SC,SUL,SUL CATARINENSE
05841150,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29905270,LINHARES,ES,SUDESTE,LITORAL NORTE ESPIRITO SANTENSE
59378000,SAO JOSE DO SERIDO,RN,NORDESTE,CENTRAL POTIGUAR
26215342,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
74343490,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
58085450,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
76630000,ITABERAI,GO,CENTRO-OESTE,CENTRO GOIANO
78635000,AGUA BOA,MT,CENTRO-OESTE,NORDESTE MATO GROSSENSE
60425230,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
12240120,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
83408010,COLOMBO,PR,SUL,METROPOLITANA DE CURITIBA
08370410,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
93880970,ARARICA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
66820160,BELEM,PA,NORTE,METROPOLITANA DE BELEM
45658780,ILHEUS,BA,NORDESTE,SUL BAIANO
65907140,IMPERATRIZ,MA,NORDESTE,OESTE MARANHENSE
86031025,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
64400000,AMARANTE,PI,NORDESTE,CENTRO NORTE PIAUIENSE
35430234,PONTE NOVA,MG,SUDESTE,ZONA DA MATA
38072500,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
01310901,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
57525000,OURO BRANCO,AL,NORDESTE,SERTAO ALAGOANO
25530570,SAO JOAO DE MERITI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
73081645,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
04764090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
39803225,TEOFILO OTONI,MG,SUDESTE,VALE DO MUCURI
33105492,SANTA LUZIA,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
36704000,LEOPOLDINA,MG,SUDESTE,ZONA DA MATA
77405040,GURUPI,TO,NORTE,OCIDENTAL DO TOCANTINS
83020625,SAO JOSE DOS PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
18075700,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
08420280,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14770000,COLINA,SP,SUDESTE,RIBEIRAO PRETO
83325195,PINHAIS,PR,SUL,METROPOLITANA DE CURITIBA
89802130,CHAPECO,SC,SUL,OESTE CATARINENSE
06365750,CARAPICUIBA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
07793845,CAJAMAR,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08370190,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
23026000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
05541020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
23894198,SEROPEDICA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
05686001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
89815500,CHAPECO,SC,SUL,OESTE CATARINENSE
04544150,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03027000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
65055285,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
32341120,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
38065220,UBERABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
13566590,SAO CARLOS,SP,SUDESTE,ARARAQUARA
39400493,MONTES CLAROS,MG,SUDESTE,NORTE DE MINAS
72302204,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
78068192,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
87030120,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
03928240,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13323440,SALTO,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
18764298,CERQUEIRA CESAR,SP,SUDESTE,BAURU
77829314,ARAGUAINA,TO,NORTE,OCIDENTAL DO TOCANTINS
54250021,JABOATAO DOS GUARARAPES,PE,NORDESTE,METROPOLITANA DE RECIFE
13506040,RIO CLARO,SP,SUDESTE,PIRACICABA
18915000,SANTA CRUZ DO RIO PARDO,SP,SUDESTE,ASSIS
07792865,CAJAMAR,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29900210,LINHARES,ES,SUDESTE,LITORAL NORTE ESPIRITO SANTENSE
04872060,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
64018580,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
15700002,JALES,SP,SUDESTE,SAO JOSE DO RIO PRETO
54325372,JABOATAO DOS GUARARAPES,PE,NORDESTE,METROPOLITANA DE RECIFE
69098222,MANAUS,AM,NORTE,CENTRO AMAZONENSE
68625450,PARAGOMINAS,PA,NORTE,SUDESTE PARAENSE
24456250,SAO GONCALO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
58055000,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
13180162,SUMARE,SP,SUDESTE,CAMPINAS
07846120,FRANCO DA ROCHA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
57460000,PIRANHAS,AL,NORDESTE,SERTAO ALAGOANO
64200000,PARNAIBA,PI,NORDESTE,NORTE PIAUIENSE
